Participant,n_per_person_ESM,n_any_con_ESM,n_con_init_ESM,n_con_pers_ESM,n_con_inhi_ESM,freq_con_all_ESM,freq_con_init_ESM,freq_con_pers_ESM,freq_con_inhi_ESM,m_intensity_all_ESM,m_intensity_init_ESM,m_intensity_pers_ESM,m_intensity_inhi_ESM,m_success_all_ESM,m_success_init_ESM,m_success_pers_ESM,m_success_inhi_ESM,DemSex,DemAge,DemStudent3,bfi1,bfi2,bfi3,bfi10,bfi11,bfi12,ipc1_1,ipc1_2,ipc1_3,ipc1_4,ipc1_5,ipc1_6,ipc1_7,ipc1_8,ipc2_1,ipc2_2,ipc2_3,ipc2_4,ipc2_5,ipc2_6,ipc2_7,ipc2_8,ipc3_1,ipc3_2,ipc3_3,ipc3_4,ipc3_5,ipc3_6,ipc3_7,ipc3_8,ipc4_1,ipc4_2,ipc4_3,ipc4_4,ipc4_5,ipc4_6,ipc4_7,ipc4_8,ipc5_1,ipc5_2,ipc5_3,ipc5_4,ipc5_5,ipc5_6,ipc5_7,ipc5_8,ipc6_1,ipc6_2,ipc6_3,ipc6_4,ipc6_5,ipc6_6,ipc6_7,ipc6_8,bisbas8,bisbas13,bisbas16,bisbas19,bisbas22,bisbas24,bisbas3,bisbas9,bisbas12,bisbas21,bisbas4,bisbas7,bisbas18,bisbas23,bisbas14,bisbas5,bisbas10,bisbas15,bisbas20,ERQ1,ERQ3,ERQ5,ERQ7,ERQ8,ERQ10,ERQ2,ERQ4,ERQ6,ERQ9,bisf1,bisf2,bisf3,bisf4,bisf5,bisf6,bisf7,bisf8,bisf9,bisf10,bisf11,bisf12,bisf13,bisf14,bisf15,ips1,ips2,ips3,ips4,ips5,ips6,ips7,ips8,ips9,stst1,stst2,stst3,stst4,stst5,stst6,stst7,stst8,stst9,stst10,stst11,stst12,stst13,stst14,stst15,stst16,stst17,hoyle1,hoyle2,hoyle3,hoyle4,hoyle5,hoyle6,hoyle7,hoyle8,hoyle9,hoyle10,hoyle11,hoyle12,hoyle13,hoyle14,hoyle15,hoyle16,hoyle17,hoyle18,hoyle19,hoyle20,scs01,scs02,scs03,scs04,scs05,scs06,scs07,scs08,scs09,scs10,scs11,scs12,scs13,MISCS20,MISCS11,MISCS21,MISCS18,MISCS4,MISCS12,MISCS2,MISCS15,MISCS19,MISCS23,MISCS25,MISCS26
335,40,25,20,1,4,0.625,0.5,0.025,0.1,3.9166666666666665,3.9473684210526314,4,3.75,3.5625,3.6842105263157894,4,2.875,1,18,NA,2,3,3,2,2,2,3,3,3,3,2,6,6,3,3,1,1,3,3,2,6,2,2,2,6,2,6,3,4,3,2,3,3,3,2,5,3,3,2,2,2,3,2,2,2,3,3,3,3,3,2,3,2,2,2,3,3,5,2,3,3,5,5,3,4,3,3,3,3,5,6,6,3,3,3,3,3,3,2,6,2,5,6,6,6,6,5,5,5,5,5,5,5,7,6,6,6,6,5,3,5,3,5,6,6,6,5,3,3,3,3,3,3,5,3,2,3,2,2,2,2,2,3,3,3,3,3,NA,2,3,3,3,2,2,3,3,2,3,3,3,3,2,NA,3,3,3,2,2,3,4,2,3,3,3,2,4,2,1,2,2,1,3,2,3,2,2,2,3,2
336,55,8,5,1,2,0.14545454545454545,0.09090909090909091,0.01818181818181818,0.03636363636363636,4.5,5,4,3.5,4.6875,3.9,6.5,5.75,2,27,NA,3,4,3,2,1,3,6,5,6,6,6,6,5,6,3,4,4,4,7,5,6,5,6,7,6,6,6,7,5,6,7,6,6,6,7,6,6,7,6,7,4,5,5,7,7,6,5,6,6,4,7,5,4,3,3,3,3,3,4,3,6,4,5,7,6,6,5,5,4,6,3,2,6,5,5,4,5,5,5,5,3,5,5,5,5,4,4,6,3,NA,4,4,4,2,2,2,2,4,2,2,4,3,4,4,5,5,4,6,2,3,5,6,3,4,4,5,6,5,6,5,6,5,5,7,6,6,5,5,6,5,5,6,5,6,6,6,4,7,6,6,6,6,5,6,6,5,7,5,4,4,6,6,6,3,4,4,6,4,3,4,3,4,3,3,4,4,2,2,3
337,69,39,19,10,10,0.5652173913043478,0.2753623188405797,0.14492753623188406,0.14492753623188406,5.972972972972974,5.421052631578948,6.555555555555555,6.555555555555555,3.9210526315789473,4.055555555555555,4.1,3.5,1,31,NA,3,2,2,4,4,2,4,3,5,3,3,3,5,5,2,3,3,2,4,5,4,4,5,2,6,5,6,5,6,5,2,5,4,2,3,5,5,5,3,3,3,3,4,3,3,3,3,3,4,5,3,5,5,3,6,6,7,5,4,6,5,3,5,3,5,3,6,6,7,5,4,5,3,6,5,3,6,6,6,3,3,5,7,4,4,5,3,5,5,2,3,3,3,6,2,6,6,2,6,2,7,6,6,6,5,5,5,2,3,3,6,2,4,3,5,3,5,3,2,3,4,4,3,5,6,3,5,1,3,4,4,3,3,4,3,5,5,3,3,5,5,3,4,3,5,1,3,5,3,2,3,2,4,3,3,5,3,3,4,4,4,3,3,3,3,4,3,3,3
338,68,2,2,0,0,0.029411764705882353,0.029411764705882353,NA,NA,2.5,2.5,NA,NA,5,5,NA,NA,2,22,Y,3,3,3,4,2,2,6,5,5,5,6,5,6,5,6,6,6,6,7,6,2,5,6,7,6,6,7,6,6,7,6,6,3,6,5,6,5,6,5,6,5,6,5,4,6,6,6,5,6,6,3,6,3,4,4,6,6,6,4,3,6,5,6,6,7,6,6,5,6,6,3,2,7,5,5,4,6,4,6,2,2,3,2,5,5,4,4,5,2,2,3,3,2,3,1,3,6,1,2,2,4,2,3,3,2,2,2,5,4,4,6,6,5,5,6,5,6,3,3,5,6,5,6,5,5,5,6,6,5,6,6,5,5,5,5,6,4,5,6,6,6,3,6,6,5,5,6,6,3,6,3,6,6,5,6,6,5,4,4,4,4,4,4,4,4,3,4,4,3
339,12,6,4,2,0,0.5,0.3333333333333333,0.16666666666666666,NA,4,3.75,4.5,NA,3.8333333333333335,4,3.5,NA,2,26,NA,2,3,3,4,3,3,5,5,6,5,6,6,3,6,2,5,3,5,5,5,2,2,5,6,3,5,6,6,5,5,5,6,3,6,6,6,5,5,5,5,5,6,6,5,5,6,7,6,7,5,3,5,3,6,5,5,3,5,5,3,6,5,5,6,6,5,6,4,3,5,3,2,6,3,3,5,6,3,6,3,2,2,3,5,5,3,3,3,2,2,3,3,3,2,2,2,2,5,1,1,2,1,3,1,1,1,1,6,7,5,6,6,6,6,6,3,6,3,3,6,6,2,6,6,6,6,7,3,6,6,6,6,7,7,6,6,6,7,5,6,5,6,6,5,6,3,6,5,6,6,6,6,6,6,7,6,6,4,3,3,3,2,3,2,3,3,3,3,3
341,65,51,18,7,26,0.7846153846153846,0.27692307692307694,0.1076923076923077,0.4,6.313725490196079,5.611111111111111,6,6.884615384615385,3.3333333333333335,4.888888888888889,4.571428571428571,1.923076923076923,2,32,NA,1,2,1,5,5,5,3,4,5,5,2,5,4,5,5,1,2,6,6,6,1,3,6,7,5,5,7,5,3,7,3,4,3,4,5,3,2,3,2,3,7,2,5,2,3,1,5,6,7,7,2,7,5,7,7,7,7,7,7,7,3,2,2,3,6,7,7,5,5,7,3,1,6,3,3,5,3,3,3,6,1,5,7,1,1,1,1,1,7,6,3,2,1,5,2,2,4,3,5,2,7,5,7,7,7,6,2,4,5,6,3,7,7,7,6,5,5,1,1,5,5,5,3,5,1,7,1,1,1,2,2,3,1,2,3,4,5,2,5,6,5,1,5,6,1,1,2,7,3,1,3,4,3,1,6,6,1,1,5,1,3,1,5,4,1,1,3,4,3
344,60,7,1,4,2,0.11666666666666667,0.016666666666666666,0.06666666666666667,0.03333333333333333,4.428571428571429,6,4.75,3,5.357142857142857,5,5.5,5.25,2,25,Y,2,3,2,4,4,3,5,4,3,5,4,5,5,4,5,4,3,3,6,3,5,3,6,5,5,5,5,5,4,7,6,3,4,4,4,4,3,3,3,3,4,3,4,3,3,3,4,4,5,4,4,5,6,5,5,5,6,2,5,5,4,4,5,4,6,5,6,5,6,3,4,4,3,5,3,4,4,4,5,4,3,5,5,3,3,3,3,4,5,4,5,5,4,4,3,4,3,2,5,3,6,4,5,5,3,5,3,4,4,6,6,4,2,5,6,6,6,3,2,2,3,5,4,5,5,5,6,4,5,5,6,4,2,3,3,3,3,4,5,5,4,3,5,3,5,4,3,6,5,2,3,4,3,4,6,3,1,3,4,3,NA,4,3,4,4,3,2,3,4
345,42,13,3,9,1,0.30952380952380953,0.07142857142857142,0.21428571428571427,0.023809523809523808,3.769230769230769,3.3333333333333335,3.888888888888889,4,3.730769230769231,3.5,3.9444444444444446,2.5,1,25,Y,4,4,4,5,1,2,6,3,3,6,6,6,6,5,2,2,2,5,7,5,6,6,5,6,6,5,7,2,6,4,2,5,1,4,4,4,3,2,3,3,5,2,4,2,2,2,6,4,6,4,3,3,2,3,6,6,7,6,3,5,3,6,6,6,6,7,6,6,6,6,6,6,5,5,6,6,6,5,4,5,2,2,5,5,5,5,5,3,4,NA,3,3,4,7,5,3,6,4,5,3,7,6,3,6,6,6,3,4,3,3,4,3,3,2,5,4,4,1,3,2,3,2,2,2,3,4,5,3,3,4,6,1,1,1,2,2,2,2,4,5,5,1,5,6,4,3,2,NA,2,1,2,3,4,2,4,5,3,4,4,3,4,4,3,3,2,3,4,4,4
346,58,9,6,2,1,0.15517241379310345,0.10344827586206896,0.034482758620689655,0.017241379310344827,3.5555555555555554,3.5,3.5,4,5.444444444444445,5.416666666666667,5,6.5,1,20,NA,4,4,3,4,1,2,6,6,6,7,5,6,6,5,7,6,6,6,7,7,7,7,6,7,7,6,7,6,6,6,2,6,5,5,6,6,6,4,4,5,5,4,5,3,4,4,6,5,6,6,5,5,5,4,2,5,4,5,3,6,6,7,6,6,7,6,5,6,5,6,5,5,4,4,5,3,3,3,4,6,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,3,3,4,1,2,3,4,3,2,5,5,5,5,5,5,4,5,5,5,3,2,4,4,4,5,5,4,5,4,5,5,5,6,5,4,5,5,4,4,5,5,5,5,4,5,6,4,4,3,6,5,6,4,5,5,5,5,5,4,2,3,3,3,4,3,3,5,2,3,3,3
347,66,65,19,42,4,0.9848484848484849,0.2878787878787879,0.6363636363636364,0.06060606060606061,3.707692307692308,4.157894736842105,3.5,3.75,3.753846153846154,4.052631578947368,3.642857142857143,3.5,1,21,Y,4,5,4,3,4,3,6,6,5,6,6,6,6,5,3,5,3,5,4,6,2,4,5,6,4,6,5,4,6,5,7,6,3,6,6,6,6,5,4,6,5,3,4,4,5,5,4,5,4,3,2,3,1,2,2,3,3,4,2,4,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,4,5,4,3,3,3,6,6,5,6,6,4,3,4,4,3,4,5,2,4,4,5,3,5,4,5,4,4,5,3,2,5,3,5,6,3,5,5,6,5,3,2,6,6,5,5,5,5,5,4,4,4,5,5,3,3,3,4,4,6,3,6,5,5,3,5,6,5,4,2,2,2,3,2,4,5,3,3,5,4,2,4,4,3,3,3,4,4,2,3,3,4
348,35,9,6,1,2,0.2571428571428571,0.17142857142857143,0.02857142857142857,0.05714285714285714,3.7777777777777777,3.6666666666666665,3,4.5,4.277777777777778,5.083333333333333,2.5,2.75,2,21,Y,3,2,3,5,5,4,4,5,5,4,3,4,5,5,6,3,1,4,5,3,6,4,6,5,6,6,5,7,5,4,4,6,5,7,7,5,6,7,6,6,6,4,7,4,6,3,4,6,NA,5,4,6,4,6,7,7,7,7,7,7,7,6,5,6,7,7,7,6,6,6,4,2,6,5,5,4,6,5,5,6,3,6,6,2,2,2,2,3,4,4,6,3,3,4,5,3,4,4,2,5,3,2,5,3,4,3,2,4,2,6,4,5,5,2,4,6,5,3,3,3,5,4,2,4,4,3,5,4,4,4,4,5,5,5,4,4,5,6,2,6,3,3,5,5,5,2,6,6,2,3,2,2,6,2,3,4,6,3,3,4,2,2,4,2,2,4,3,4,2
349,30,16,5,5,6,0.5333333333333333,0.16666666666666666,0.16666666666666666,0.2,5.3125,5,5.4,5.5,4.78125,6.1,6.4,2.3333333333333335,2,22,Y,4,5,4,5,2,3,6,6,5,5,5,5,6,6,3,3,5,7,6,7,5,5,7,7,6,7,7,6,6,7,7,6,5,6,6,6,5,6,3,3,6,2,7,1,1,5,5,6,6,6,5,5,5,3,3,3,5,7,2,5,6,6,7,6,7,7,6,7,7,7,3,3,5,6,7,4,6,7,6,4,3,3,6,5,5,3,5,5,1,1,1,1,1,1,1,1,2,2,4,1,3,2,3,3,1,3,1,3,6,5,6,3,5,5,6,6,6,5,6,5,5,6,6,6,5,5,3,7,6,5,5,2,3,3,5,3,7,7,6,7,5,3,3,6,6,3,6,6,5,6,5,6,7,6,6,6,6,4,5,4,4,5,3,5,5,4,4,4,5
350,70,19,14,1,4,0.2714285714285714,0.2,0.014285714285714285,0.05714285714285714,4.894736842105263,5.071428571428571,3,4.75,4.7368421052631575,4.428571428571429,6,5.5,2,24,Y,2,3,4,3,1,3,6,7,6,7,6,6,6,7,6,4,4,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,6,6,6,6,6,6,7,6,7,5,7,7,7,6,5,6,6,4,4,6,6,7,7,6,7,6,5,6,7,6,6,7,6,6,6,5,5,6,3,4,6,5,5,3,4,3,4,4,2,2,3,5,4,3,2,3,1,1,2,2,2,4,2,2,1,2,1,2,4,2,2,2,2,1,1,4,4,5,6,6,7,7,5,7,6,4,4,6,6,6,4,5,3,5,3,4,6,5,6,7,7,6,7,7,6,7,5,6,6,5,4,6,3,4,7,7,6,3,5,5,5,6,6,2,5,3,2,3,5,4,2,2,2,1,1,4,1
351,66,2,1,0,1,0.030303030303030304,0.015151515151515152,NA,0.015151515151515152,4,5,NA,3,5.5,7,NA,4,2,21,Y,3,3,3,4,3,4,4,2,4,6,6,4,4,4,5,5,5,6,6,6,2,2,4,6,6,4,6,6,7,6,1,6,3,4,4,5,5,3,3,4,5,4,5,2,2,2,5,6,5,5,4,3,5,2,6,7,7,6,4,5,5,6,6,5,5,7,7,6,6,5,6,4,6,4,4,5,5,5,5,3,3,3,5,3,3,3,5,5,3,3,3,3,3,3,2,6,5,2,5,5,5,5,6,5,3,6,3,2,4,3,3,4,3,4,7,4,6,2,3,3,3,3,3,2,4,4,5,3,3,5,3,2,2,1,2,3,3,4,4,5,5,3,5,4,5,3,3,5,3,2,2,2,5,4,2,5,2,4,3,3,5,4,3,3,3,5,2,2,4
353,9,3,2,1,0,0.3333333333333333,0.2222222222222222,0.1111111111111111,NA,2.6666666666666665,2.5,3,NA,6.5,6.25,7,NA,1,27,NA,4,5,4,1,1,2,7,6,6,7,7,6,6,6,7,1,3,6,6,3,1,2,2,5,2,2,5,7,2,2,6,6,1,1,6,5,6,3,3,3,3,1,2,1,1,1,5,6,1,2,1,2,1,4,2,2,2,2,1,1,2,5,4,6,6,6,6,7,7,7,7,7,7,4,5,6,6,4,6,5,1,3,5,5,7,7,7,5,5,3,7,6,5,4,5,2,3,3,6,7,7,6,7,7,7,7,7,3,1,3,2,2,1,2,1,1,4,1,3,6,3,5,3,6,2,2,3,2,2,3,1,1,2,1,1,1,2,1,4,4,1,1,5,3,1,1,1,1,1,1,1,3,2,2,3,2,3,1,1,5,5,5,5,1,1,1,1,1,1
354,72,15,11,0,4,0.20833333333333334,0.1527777777777778,NA,0.05555555555555555,4.4,4.454545454545454,NA,4.25,4.7,4.545454545454546,NA,5.125,2,29,Y,3,3,2,5,5,4,5,4,4,5,5,5,5,5,5,3,3,4,6,5,NA,4,6,6,5,7,6,5,6,5,5,5,5,5,5,4,4,5,3,2,6,2,3,3,2,2,6,6,6,5,4,5,4,4,7,7,7,7,6,7,6,5,4,5,5,5,6,6,5,6,4,4,5,4,3,3,4,3,4,5,3,4,4,4,4,3,3,5,3,3,4,3,3,4,5,6,4,4,6,4,6,5,6,5,6,6,5,3,4,4,6,6,5,4,5,5,4,3,2,2,4,2,3,4,6,4,6,4,4,4,5,2,1,2,2,2,4,2,4,5,5,3,3,4,5,3,3,6,4,3,3,2,4,4,5,4,4,3,4,3,3,3,3,3,3,4,2,2,2
355,73,26,19,4,3,0.3561643835616438,0.2602739726027397,0.0547945205479452,0.0410958904109589,4.115384615384615,4.2631578947368425,3.25,4.333333333333333,3.230769230769231,2.973684210526316,3.375,4.666666666666667,2,45,NA,2,3,3,5,5,4,5,3,5,3,3,5,4,3,3,6,3,6,3,7,5,5,7,3,6,6,6,7,6,6,4,5,7,7,7,6,6,7,6,2,6,3,5,2,3,3,5,6,5,7,4,7,5,4,7,7,7,7,7,7,6,5,5,6,6,6,7,7,7,7,5,5,6,5,5,5,5,4,5,6,2,4,6,5,5,4,4,5,4,2,3,1,1,3,3,2,5,1,5,2,7,5,7,5,5,5,4,3,3,4,7,5,5,6,5,6,6,2,1,5,5,3,5,6,5,3,5,2,3,4,5,4,3,3,5,6,6,7,6,6,6,1,6,4,5,1,4,6,6,1,3,3,6,3,5,7,4,4,3,3,4,3,4,4,2,4,4,4,4
356,74,2,1,0,1,0.02702702702702703,0.013513513513513514,NA,0.013513513513513514,3.5,5,NA,2,5.75,4.5,NA,7,2,22,Y,1,3,4,3,2,2,6,5,7,5,6,6,6,7,6,7,7,6,7,7,5,7,7,6,6,7,7,5,6,7,6,7,5,6,6,6,7,7,7,6,6,6,5,4,6,6,6,5,2,6,2,3,2,6,2,3,3,3,4,5,6,5,5,7,6,7,6,7,4,7,5,5,6,6,6,4,5,5,6,6,5,7,6,5,4,4,4,5,1,1,1,1,1,2,3,1,3,1,2,2,3,4,5,2,6,3,2,5,4,4,6,5,5,7,6,7,7,7,7,7,3,6,7,7,7,6,4,7,6,5,6,7,7,7,7,7,7,5,7,7,7,7,7,7,6,5,7,6,7,4,5,7,7,6,6,6,7,3,4,5,4,5,4,3,4,3,4,3,4
357,34,6,3,1,2,0.17647058823529413,0.08823529411764706,0.029411764705882353,0.058823529411764705,5,5,5,5,6.5,6.666666666666667,6,6.5,2,23,Y,2,2,3,5,3,4,5,5,4,3,3,5,5,4,3,5,3,5,6,6,3,5,7,6,6,6,6,6,6,6,3,4,4,5,5,5,5,5,4,1,3,1,2,1,3,2,3,5,7,5,3,3,3,3,5,6,7,7,6,6,6,4,5,5,6,6,7,4,6,6,5,5,5,5,5,1,6,5,6,3,2,2,5,5,5,3,5,3,4,3,4,2,2,6,4,5,3,4,6,3,7,4,6,5,5,5,6,3,4,4,3,6,6,5,7,6,6,2,2,3,5,2,4,5,5,2,6,3,4,4,3,1,2,1,1,2,4,3,5,5,5,3,3,5,5,2,2,6,3,1,2,2,5,3,5,5,3,3,4,4,3,5,3,4,5,2,2,4,4
358,45,17,11,6,0,0.37777777777777777,0.24444444444444444,0.13333333333333333,NA,3,3.909090909090909,1.3333333333333333,NA,6.588235294117647,6.409090909090909,6.916666666666667,NA,1,52,NA,5,5,4,3,2,3,7,7,7,7,7,7,7,7,4,4,6,7,4,5,4,4,5,7,7,4,7,7,7,7,4,7,6,7,4,7,7,7,6,6,7,4,6,4,4,5,4,6,4,5,4,6,5,6,1,5,3,5,3,1,5,6,4,7,6,6,6,1,7,7,4,3,5,5,6,4,6,5,5,4,1,3,4,5,6,3,2,4,4,1,4,3,3,6,5,2,7,1,1,1,2,3,6,4,1,2,1,2,4,5,1,3,3,2,7,5,7,7,7,7,7,7,2,6,5,4,4,6,5,6,5,6,6,5,7,7,6,4,7,7,2,6,6,5,6,4,6,5,5,5,5,3,6,3,5,5,6,4,5,5,3,4,4,3,3,2,4,3,2
359,53,49,20,16,13,0.9245283018867925,0.37735849056603776,0.3018867924528302,0.24528301886792453,4.875,4.5,5.066666666666666,5.230769230769231,4.346938775510204,4.475,4.03125,4.538461538461538,1,25,NA,2,3,3,3,2,2,3,4,3,3,5,4,4,3,4,3,6,7,3,7,7,7,6,6,7,6,7,3,6,2,4,4,4,3,5,5,7,6,6,5,4,3,5,5,3,5,6,3,6,3,2,2,4,1,2,5,1,4,1,2,5,4,5,6,5,5,1,6,5,5,4,3,4,3,4,4,1,2,5,6,1,5,3,7,7,7,5,7,5,6,7,5,5,3,5,5,4,3,5,3,5,1,3,4,3,5,2,5,5,6,2,5,6,4,2,1,4,2,4,5,5,4,1,2,3,4,1,4,6,7,1,5,3,3,3,4,7,6,2,4,3,1,5,6,6,2,6,5,5,4,2,6,3,3,2,6,2,3,1,3,3,4,2,1,3,4,4,5,2
360,19,5,4,1,0,0.2631578947368421,0.21052631578947367,0.05263157894736842,NA,3.2,3,4,NA,4.2,4.5,3,NA,2,23,Y,3,4,3,3,2,4,5,6,5,3,6,6,6,7,6,7,2,3,7,7,5,6,6,7,7,7,7,7,7,7,3,5,3,5,3,7,3,5,3,1,6,3,6,5,3,5,7,5,6,3,3,7,5,3,3,2,6,7,5,3,5,2,5,3,5,3,5,1,1,6,5,3,6,1,3,3,5,5,5,1,1,1,2,3,3,3,5,5,5,5,6,5,1,1,1,3,2,5,5,3,7,5,5,5,3,5,3,5,7,7,2,5,5,3,6,7,6,1,1,2,6,3,5,3,6,5,6,5,5,6,7,3,3,3,3,5,3,3,6,6,5,3,5,5,6,3,3,5,3,1,5,3,3,5,6,6,1,1,4,2,2,4,4,2,2,4,1,2,1
361,48,10,10,0,0,0.20833333333333334,0.20833333333333334,NA,NA,4.1,4.1,NA,NA,3,3,NA,NA,1,25,Y,2,3,2,4,1,4,2,5,2,6,7,6,3,2,1,7,5,7,5,7,1,2,7,7,4,7,7,7,5,6,1,1,5,1,1,1,3,3,1,1,2,1,1,1,1,1,1,5,1,6,7,5,3,7,7,7,7,7,5,7,1,1,1,1,5,7,2,7,2,2,4,7,7,5,5,1,6,1,2,3,2,5,3,7,7,7,5,1,7,6,7,5,5,1,1,7,3,1,7,6,7,7,7,7,7,7,5,7,1,2,3,1,1,3,1,3,1,1,4,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,3,3,1,2,3,7,3,1,7,1,3,1,1,5,2,1,1,1,1,1,1,2,1,2,2,5,5,5,2,1,1,1,1,1,1
362,68,27,12,8,7,0.39705882352941174,0.17647058823529413,0.11764705882352941,0.10294117647058823,3.814814814814815,3.8333333333333335,3.875,3.7142857142857144,4,2.7083333333333335,4.625,5.5,2,26,Y,2,3,3,4,2,2,4,4,5,5,6,5,6,5,3,5,3,2,6,5,5,5,5,5,5,5,5,6,6,6,5,6,5,5,5,6,6,5,3,3,6,3,3,2,3,1,3,5,6,5,2,5,2,3,6,5,4,6,3,5,6,5,6,5,6,7,5,6,7,6,5,6,7,5,5,5,5,5,5,5,3,5,4,6,5,5,3,5,1,1,2,1,2,3,1,4,3,5,6,7,7,5,7,7,3,6,7,5,2,3,3,6,3,5,5,6,5,2,1,2,3,5,2,5,3,5,5,5,3,5,3,2,2,2,3,5,3,3,5,4,2,3,5,4,3,3,3,6,3,3,3,5,5,3,6,3,1,4,4,3,3,4,3,4,4,4,4,3,4
363,75,21,9,5,7,0.28,0.12,0.06666666666666667,0.09333333333333334,4.333333333333333,4.111111111111111,4.2,4.714285714285714,3.2142857142857144,2.9444444444444446,2.7,3.9285714285714284,1,19,NA,4,2,4,4,2,4,5,3,4,3,2,3,5,4,4,5,2,3,7,5,4,6,3,4,3,3,3,3,3,2,5,4,5,4,5,4,3,4,2,3,2,3,2,1,2,1,2,2,2,2,2,2,2,2,5,5,7,7,6,6,5,4,5,5,7,4,7,1,7,7,6,6,7,5,3,2,3,4,5,6,2,1,5,4,5,5,6,3,7,7,6,5,5,7,6,2,3,5,5,3,6,5,6,6,5,5,4,3,2,4,3,2,1,2,1,4,3,3,4,5,5,3,2,5,3,3,6,3,4,4,3,3,2,3,3,4,4,3,5,4,5,3,5,3,3,6,2,2,2,1,2,4,3,4,2,4,3,2,4,4,3,4,2,1,2,1,2,2,2
364,62,28,15,2,11,0.45161290322580644,0.24193548387096775,0.03225806451612903,0.1774193548387097,3.7142857142857144,4.266666666666667,2.5,3.1818181818181817,4.803571428571429,5.266666666666667,7,3.772727272727273,2,27,NA,4,2,2,5,4,4,5,6,5,7,5,4,5,6,7,2,1,7,7,7,6,5,7,7,7,7,7,7,7,7,3,4,6,3,6,7,5,6,4,3,5,1,5,1,2,2,5,7,6,3,7,7,6,6,5,7,7,7,5,7,6,5,4,6,7,7,7,6,5,7,3,2,3,5,5,5,6,5,6,1,1,2,4,2,2,2,6,2,4,4,5,2,1,7,2,2,2,3,7,3,7,5,7,5,5,6,2,2,4,5,5,6,6,6,6,7,4,2,2,3,5,2,2,7,5,5,6,1,3,4,3,2,2,2,4,3,4,2,2,7,6,3,5,7,5,2,3,2,2,3,2,3,3,5,6,6,4,4,4,2,2,4,4,2,2,3,1,3,1
365,45,25,12,13,0,0.5555555555555556,0.26666666666666666,0.28888888888888886,NA,2.72,2.9166666666666665,2.5384615384615383,NA,2.8600000000000003,1.6666666666666667,3.9615384615384617,NA,1,59,NA,4,3,2,2,3,4,2,6,6,6,6,6,6,6,2,1,2,7,2,7,2,2,7,6,6,6,6,6,6,6,6,6,2,5,6,6,6,5,4,3,6,6,3,1,3,3,6,6,6,6,2,3,3,3,6,6,6,6,2,5,6,6,5,6,6,5,5,6,6,5,5,5,5,6,6,3,3,3,3,6,5,3,5,5,3,3,3,3,5,5,5,5,2,2,1,2,2,5,5,5,7,5,5,6,6,5,5,5,6,3,6,5,3,5,3,5,6,2,5,6,6,6,5,6,2,2,5,3,3,3,3,3,2,2,2,3,3,3,4,6,3,3,6,6,3,2,5,5,3,2,3,5,2,3,3,3,2,2,4,4,3,4,3,2,2,3,2,2,4
366,72,48,30,5,13,0.6666666666666666,0.4166666666666667,0.06944444444444445,0.18055555555555555,3.958333333333333,3.7333333333333334,4.6,4.230769230769231,5.010416666666667,4.783333333333333,6.3,5.038461538461538,2,38,NA,2,2,4,3,3,2,2,7,3,6,4,5,5,5,6,6,6,4,6,6,3,4,5,5,6,6,6,4,6,4,3,3,3,4,3,5,6,6,5,6,3,3,5,3,5,1,3,3,6,4,2,5,2,1,6,6,6,7,4,5,4,5,6,4,6,7,7,5,7,7,7,6,6,5,6,5,6,5,5,3,2,3,5,6,6,3,3,3,6,6,6,4,2,5,5,3,2,5,5,3,6,4,5,3,3,4,4,5,2,4,5,6,5,5,6,7,5,3,2,4,6,5,2,5,6,6,6,7,4,5,5,3,2,1,3,4,5,4,5,5,4,4,4,5,6,5,6,6,3,5,3,4,4,5,7,4,4,2,3,4,4,4,5,2,4,1,1,2,1
367,57,30,16,12,2,0.5263157894736842,0.2807017543859649,0.21052631578947367,0.03508771929824561,3.8,3.875,3.8333333333333335,3,3.9166666666666665,4,3.7916666666666665,4,1,53,NA,4,3,3,3,4,2,2,4,3,6,3,3,5,4,3,5,4,4,4,4,4,2,7,4,5,3,3,5,5,6,6,2,6,3,3,2,4,1,5,2,4,3,3,5,5,5,4,4,3,5,4,4,4,4,5,4,6,4,7,1,5,4,4,5,2,5,3,5,5,5,5,5,5,6,6,4,3,2,2,5,3,1,5,5,6,2,5,7,4,7,3,2,5,6,4,5,6,5,6,6,6,3,6,4,6,3,3,2,3,5,3,1,5,2,3,1,1,5,4,5,3,3,4,4,6,4,4,7,7,3,3,3,3,6,6,3,5,4,4,5,5,5,7,6,4,4,4,3,3,3,3,3,7,5,3,6,5,3,3,3,3,3,2,4,3,4,3,3,3
